Unnamed: 0,outcome,ss-1,ts-1,knocks-1,tkd-lnd-1,tkd-att-1,sub-att-1,h-tar-1,b-tar-1,l-tar-1,dist-pos-1,clinch-pos-1,ground-pos-1,r1-ts-1,r1-ss-1,r2-ts-1,r2-ss-1,r3-ts-1,r3-ss-1,r4-ts-1,r4-ss-1,r5-ts-1,r5-ss-1,r1-td-1,r2-td-1,r3-td-1,r4-td-1,r5-td-1,r1-kd-1,r2-kd-1,r3-kd-1,r4-kd-1,r5-kd-1,age-1,height-1,weight-1,reach-1,leg_reach-1,ranking-1,ss-2,ts-2,knocks-2,tkd-lnd-2,tkd-att-2,sub-att-2,h-tar-2,b-tar-2,l-tar-2,dist-pos-2,clinch-pos-2,ground-pos-2,r1-ts-2,r1-ss-2,r2-ts-2,r2-ss-2,r3-ts-2,r3-ss-2,r4-ts-2,r4-ss-2,r5-ts-2,r5-ss-2,r1-td-2,r2-td-2,r3-td-2,r4-td-2,r5-td-2,r1-kd-2,r2-kd-2,r3-kd-2,r4-kd-2,r5-kd-2,age-2,height-2,weight-2,reach-2,leg_reach-2,ranking-2
904,1,10,10,0,1,2.0,1,2,1,7,10,0,0,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,70.0,146.0,72.0,39.0,1795.9558236318203,6,7,0,0,0.0,0,3,3,0,6,0,0,26,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,71.0,145.5,73.0,41.0,1420.662123014862
905,1,72,87,1,0,0.0,0,49,14,9,66,5,1,67,26,54.0,24.0,54.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,66.0,116.0,65.5,37.5,1585.187798730282,41,45,0,1,,0,20,16,5,36,5,0,55,17,41.0,9.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,61.0,115.0,58.5,35.0,1571.388316146358
906,0,71,80,0,0,0.0,0,26,18,27,71,0,0,34,17,32.0,16.0,30.0,12.0,53.0,20.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,71.0,134.5,70.0,40.0,1270.3168268500256,98,123,0,5,,0,48,27,23,96,2,0,28,15,42.0,24.0,27.0,17.0,65.0,30.0,25.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,68.0,136.0,69.0,39.0,1864.2014909836664
907,1,97,123,0,0,0.0,0,52,33,12,89,8,0,74,40,64.0,35.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,74.0,186.0,73.0,41.5,1790.4974042118167,77,94,0,3,,0,45,18,14,72,4,1,53,35,52.0,24.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,72.0,186.0,74.0,40.0,1671.0616389119937
908,0,52,67,0,0,0.0,0,15,15,22,46,6,0,18,8,40.0,18.0,59.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,68.0,136.0,70.5,40.5,1859.7524775579168,45,59,1,2,,0,18,15,12,42,1,2,12,10,28.0,14.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,65.0,135.0,68.0,38.0,2258.8435863175173
909,0,10,10,0,0,0.0,0,4,1,5,10,0,0,18,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,71.0,170.0,76.5,40.5,2438.804225937448,4,4,0,1,,1,3,1,0,4,0,0,25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,73.0,171.0,75.5,43.0,1994.9190025564064
910,1,72,103,0,2,5.0,0,61,5,6,66,6,0,67,25,68.0,24.0,68.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,64.0,115.0,63.0,37.5,2225.168718016518,67,72,0,2,5.0,1,45,16,6,58,9,0,38,15,55.0,24.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,62.0,115.0,61.0,35.0,1426.015258781459
911,1,95,114,1,0,0.0,1,67,24,4,71,24,0,36,25,45.0,31.0,60.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.0,74.0,171.0,77.0,42.0,1764.3539052734482,45,45,0,0,,0,17,7,21,45,0,0,27,15,42.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,70.0,155.5,72.5,39.5,1555.011715555922
912,1,45,48,1,0,0.0,0,34,11,0,43,0,2,40,22,45.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,70.0,205.5,71.5,41.0,1792.738209622604,15,19,0,0,,0,14,1,0,15,0,0,32,8,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,72.0,206.0,76.0,41.0,1479.5037192508837
913,0,4,4,0,0,0.0,0,2,0,2,4,0,0,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,69.0,146.0,73.0,40.5,1445.2641435449534,37,37,1,0,,0,21,6,10,29,0,8,63,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
914,1,31,89,0,2,2.0,0,22,8,1,12,15,4,13,8,28.0,21.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,76.0,262.0,78.5,45.0,1445.3604149899977,27,57,0,0,0.0,0,18,5,4,25,2,0,17,12,25.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
915,1,30,87,0,1,4.0,0,13,13,4,15,11,4,13,3,42.0,19.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,71.0,155.0,72.0,40.0,1466.6647424058494,34,81,1,0,0.0,0,23,10,1,24,7,3,39,17,39.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,70.5,155.0,73.0,43.0,1391.9731795488935
916,0,61,104,0,3,10.0,0,45,15,1,50,11,0,66,25,53.0,25.0,25.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,65.0,116.0,67.0,37.0,1608.8031818674328,97,139,0,0,0.0,0,65,24,8,86,6,5,70,30,80.0,41.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,65.0,116.0,64.0,36.0,1358.5912056785978
917,1,82,89,1,2,2.0,0,47,27,8,79,3,0,34,16,60.0,29.0,84.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,73.0,156.0,77.0,41.0,1031.0575738878924,67,71,0,0,0.0,0,29,10,28,64,3,0,58,21,78.0,30.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,71.0,156.0,74.0,41.0,1271.3266820725164
918,1,49,95,0,3,10.0,0,28,9,12,40,1,8,10,6,40.0,26.0,38.0,17.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,74.0,185.5,79.0,42.5,1529.244121095488,26,183,0,3,10.0,0,10,13,3,24,2,0,7,3,24.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,73.0,191.5,77.0,43.0,1256.3660537623985
919,0,47,89,0,2,2.0,0,32,12,3,35,6,6,21,15,16.0,11.0,4.0,2.0,10.0,6.0,20.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,72.0,170.0,74.0,43.0,2003.5230025537655,68,192,0,9,9.0,0,59,9,0,62,0,6,34,17,22.0,13.0,9.0,4.0,30.0,21.0,26.0,13.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,71.0,171.0,72.0,40.0,1872.768699282526
920,1,14,14,1,0,0.0,0,14,0,0,4,0,10,19,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,77.0,254.0,78.0,44.0,1817.61174721324,5,5,0,0,,0,5,0,0,5,0,0,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,76.0,258.0,80.0,46.0,1918.7277460743555
921,0,15,15,0,1,1.0,0,2,3,10,15,0,0,21,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,70.0,158.5,71.0,40.0,1525.0956993381133,8,10,0,0,0.0,2,2,0,6,8,0,0,13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,70.0,154.5,73.0,40.0,1913.829609134243
922,0,29,53,0,0,0.0,0,13,7,9,23,6,0,19,9,17.0,13.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,74.0,185.0,79.0,42.0,1705.900681933336,45,78,0,4,,0,37,8,0,28,12,5,21,12,43.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,75.0,185.8,75.0,43.0,1873.5702351706743
923,1,61,61,0,0,0.0,0,43,16,2,61,0,0,22,13,43.0,16.0,57.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,68.0,145.5,70.0,39.0,2154.529097484838,38,39,0,0,,0,22,12,4,38,0,0,33,14,40.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,72.0,146.0,74.0,40.5,1894.709248124069
924,1,66,81,1,0,0.0,1,35,12,19,55,0,11,21,15,61.0,42.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,66.0,145.0,69.0,39.0,1904.418800686936,32,80,0,1,,0,21,3,8,19,2,11,18,13,36.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,67.0,145.5,69.0,38.0,1403.9605009099528
925,0,32,57,0,2,6.0,0,19,11,2,28,2,2,21,10,20.0,11.0,15.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,64.0,116.0,62.0,37.0,1495.4037821051716,44,63,0,3,10.0,0,20,22,2,32,8,4,38,25,19.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,66.0,115.5,65.5,38.0,1303.800283372772
926,1,81,107,0,0,0.0,0,35,13,33,78,3,0,48,27,49.0,24.0,57.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,67.0,135.5,70.0,38.0,1523.7106903708652,66,68,0,1,,0,33,18,15,64,1,1,41,19,67.0,22.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,66.0,136.0,68.0,36.0,1478.7508720649814
927,1,30,47,0,3,7.0,0,11,13,6,27,2,1,29,10,32.0,10.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,67.0,125.0,70.0,38.0,2005.041384201838,20,34,0,0,0.0,0,16,4,0,20,0,0,16,7,19.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,65.0,126.0,68.0,39.0,1437.7457766098646
928,1,44,49,0,1,2.0,0,36,4,4,41,3,0,35,9,46.0,13.0,44.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,72.0,177.0,72.0,41.0,1630.1621839493318,36,71,0,1,2.0,0,15,4,17,31,5,0,34,12,29.0,16.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,71.0,171.0,71.0,41.0,1300.3780173727887
929,1,38,56,0,2,2.0,1,28,7,3,29,3,6,39,19,31.0,17.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,75.0,204.0,76.0,42.0,1614.25734889865,70,120,0,0,0.0,0,19,31,20,58,12,0,61,26,58.0,34.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,75.0,205.0,74.0,42.0,1092.479118511445
930,1,9,13,0,1,1.0,1,8,1,0,9,0,0,26,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,75.0,170.0,78.0,43.0,1650.4973667275992,9,10,0,0,0.0,0,4,0,5,9,0,0,16,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,71.0,170.5,70.0,39.0,1392.9142153861492
931,1,34,34,1,0,0.0,0,29,0,5,28,3,3,52,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,76.0,260.0,79.0,43.0,1698.8675952662763,24,26,0,0,,0,12,3,9,20,4,0,42,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,75.0,242.0,78.0,43.0,1161.9579142490763
932,1,77,151,0,0,0.0,0,44,22,11,73,4,0,28,11,40.0,16.0,101.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,65.0,116.0,65.0,37.0,1464.367259209393,57,80,0,2,,0,42,10,5,50,3,4,21,14,26.0,17.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,63.0,115.5,62.0,36.0,1457.1149660765775
933,0,2,5,0,0,0.0,1,2,0,0,1,0,1,1,1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,64.0,115.5,65.0,36.0,1220.8982297301957,2,20,0,1,,4,2,0,0,2,0,0,1,0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,63.0,115.0,64.0,37.0,1580.62221495438
934,1,15,18,1,0,0.0,0,10,2,3,9,1,5,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,72.0,145.5,75.0,41.0,1650.8063996287822,9,9,0,0,,0,7,0,2,9,0,0,15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
935,1,92,171,0,1,4.0,0,58,25,9,74,18,0,65,26,79.0,48.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,71.0,156.0,70.0,39.0,1113.8823019283964,89,115,0,3,12.0,2,61,27,1,53,28,8,57,31,65.0,36.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,72.0,154.0,73.0,43.5,1417.8708411610671
936,0,28,31,0,1,1.0,3,20,5,3,27,1,0,57,24,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,67.0,130.0,67.0,37.5,1544.7127887482068,42,45,1,0,0.0,0,31,6,5,24,1,17,47,22,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,64.0,125.5,65.0,35.0,1581.9106004540408
937,1,21,32,0,2,2.0,3,15,3,3,17,3,1,8,5,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,70.0,146.0,70.0,39.0,1556.2147477229794,17,38,0,2,2.0,0,11,3,3,14,2,1,12,6,37.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,72.0,146.0,73.0,40.0,1383.0024546365278
938,0,4,4,0,0,0.0,0,3,1,0,4,0,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0,146.0,73.5,39.5,1438.9038468162953,42,42,0,0,,0,37,2,3,42,0,0,63,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,69.0,145.5,70.0,39.0,1633.7643767969723
939,0,2,2,0,0,0.0,0,0,0,2,2,0,0,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,66.0,136.0,66.0,38.0,948.3650177001545,13,18,0,2,,1,9,2,2,10,3,0,24,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,70.0,136.0,71.0,41.0,1357.300690874077
940,1,30,102,0,2,5.0,0,9,7,14,23,2,5,45,16,28.0,7.0,15.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,63.5,126.0,65.5,38.0,1827.8133446684392,21,47,0,1,2.0,1,19,1,1,19,2,0,21,7,16.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,66.0,125.5,65.5,39.0,1509.596710688493
941,0,42,97,0,0,0.0,0,38,2,2,23,1,18,4,2,49.0,22.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,71.0,155.5,69.0,39.0,1504.3813499021585,24,116,0,4,,2,14,5,5,21,2,1,3,1,42.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,71.0,155.5,72.0,41.0,1524.6136020666952
942,1,94,114,0,0,0.0,0,45,23,26,73,21,0,51,33,50.0,24.0,66.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,66.0,135.5,69.0,38.5,1910.4673956271104,43,62,0,2,,0,25,16,2,27,16,0,32,6,43.0,22.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,68.0,136.7,67.5,42.0,1120.538962542693
943,0,63,63,0,0,0.0,0,44,19,0,61,2,0,50,22,60.0,17.0,75.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,74.0,244.5,79.0,43.0,1569.293190101578,76,98,0,2,,0,58,13,5,72,3,1,41,22,45.0,25.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,73.0,246.5,74.0,40.0,1342.1570508406269
944,1,96,119,1,5,5.0,0,66,17,13,93,3,0,50,26,46.0,26.0,12.0,5.0,28.0,11.0,44.0,28.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,65.0,125.5,65.0,39.5,1076.5479089768874,58,85,0,2,2.0,0,31,14,13,52,6,0,43,12,41.0,11.0,9.0,2.0,44.0,12.0,61.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,65.0,125.6,65.5,38.5,1720.1395667190322
945,0,41,42,0,2,5.0,0,31,5,5,40,1,0,43,14,45.0,16.0,29.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,72.0,170.0,73.0,40.5,1466.431080283768,46,69,0,0,0.0,0,20,20,6,45,1,0,37,17,48.0,14.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,71.0,171.0,70.0,41.0,1410.979732312912
946,0,59,59,0,0,0.0,0,29,21,9,55,4,0,58,20,70.0,30.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,68.0,155.5,70.0,35.0,2035.5334449910144,53,53,0,0,,0,37,15,1,48,5,0,42,16,55.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,67.0,146.0,69.0,36.5,1735.2291607343643
947,1,101,106,0,1,1.0,0,64,32,5,85,16,0,50,23,87.0,35.0,88.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,73.0,170.5,72.5,40.5,1658.370588101089,52,60,0,4,4.0,0,37,7,8,45,2,5,33,15,73.0,21.0,47.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,70.0,171.0,74.0,40.0,1525.388789237802
948,1,35,39,0,1,1.0,1,27,7,1,33,2,0,88,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,73.0,145.0,74.5,41.0,1377.3879724498534,33,33,0,0,0.0,0,26,2,5,31,0,2,75,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,67.0,146.0,71.5,36.5,1568.8037578724427
949,0,23,24,0,0,0.0,0,23,0,0,0,4,19,30,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,70.0,185.5,73.0,39.0,1617.2083663314816,1,1,0,0,,0,1,0,0,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,72.0,204.0,72.0,42.0,1163.147224102402
950,0,67,72,0,1,1.0,0,44,17,6,60,7,0,46,22,83.0,44.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,65.0,124.5,65.0,35.0,2173.922762149354,88,90,1,0,0.0,0,44,25,19,84,3,1,80,44,100.0,36.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,69.0,126.0,70.0,40.0,1525.345087683348
951,1,40,93,0,4,5.0,1,25,9,6,27,4,9,23,10,29.0,17.0,37.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,67.0,125.5,68.0,38.0,1874.4474051852756,39,48,0,1,1.0,0,32,5,2,33,3,3,12,4,31.0,16.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,66.0,115.4,67.0,37.0,1598.0546150566336
952,1,4,4,1,0,0.0,0,4,0,0,1,0,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,70.0,136.0,75.5,41.0,1585.2919352825638,1,1,0,0,,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.24351407000686,69.94344543582704,165.40860672614966,71.74353448275862,40.03962201591512,1536.8600402120562
953,1,2,9,0,1,1.0,3,2,0,0,2,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,66.0,136.0,67.0,39.0,1822.871276769076,3,20,0,0,0.0,0,1,0,2,3,0,0,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,66.0,125.0,68.5,38.5,1370.615663230755
